,composition,Formation Energy (eV/atom)
358,Ac4Ga4Pt8,-1.0209497213363647
359,Ac4Ga4Rh4,-0.7588771184285479
360,Ac2Ga2Ru2,-0.491955916086833
361,AcGaSi,-0.6182306607564287
362,AcGaSn,-0.6522026062011714
363,Ac2Ga4,-0.6293214162190761
364,AcGa2Hg2,-0.4065484211362644
365,Ac4In4Ga8,-0.4835050106048584
366,AcGa2Ir2,-0.7035923004150391
367,AcGa2Ir3,-0.6400311787923174
368,Ac4Mg4Ga8,-0.4998861153920488
369,AcMg4Ga2,-0.3566403161911737
370,Ac2Nd2Ga4,-0.5350981950759888
371,Ac2Ga4Pd4,-0.8161468505859375
372,Ac2Ga4Pt4,-0.9732692718505858
373,AcGa2Rh3,-0.798048734664917
374,Ac2Ga6,-0.5227233171463017
375,Ac2Ga6Ni4,-0.5413005352020264
376,Ac2Ga6Pt2,-0.7882794380187987
377,Ac2Ga6Ru4,-0.4822817643483477
378,AcGa4,-0.4992429733276373
379,AcHoGa4,-0.632238335079617
380,LiAcGa4,-0.4743257628546824
381,AcGa4Pd6,-0.7421508268876504
382,AcPmGa4,-0.6628486315409345
383,AcGa4Pt6,-0.7970039194280449
384,AcGa5Ir2,-0.5896725058555603
385,AcGa5Ni2,-0.5159057974815369
386,AcGa5Rh2,-0.6551268696784973
387,AcGa6Ir,-0.5034430027008057
388,AcGa6Ni,-0.453893899917603
389,AcGa6Pd,-0.523397564888
390,AcGa6Pt,-0.5680243968963623
391,AcGa6Pt4,-0.7624154524369677
392,AcGa6Rh,-0.5357560515403748
393,AcGdIr,-0.5125439961751308
394,Ac2Ge2,-0.7552037239074707
395,AcGeIr,-0.782196680704752
396,Li4Ac4Ge4,-0.6432277891370992
397,Ac2Mg2Ge2,-0.5755304760403099
398,Ac4Ge4N4,-0.8481763203938799
399,Ac4Ge4N8,-0.6718239784240723
400,NaAcGe,-0.4084758758544922
401,AcNi2Ge,-0.5543842315673828
402,AcGePd,-0.921361605326334
403,Ac2Ge2Pd6,-0.7900186538696286
404,AcPmGe,-0.479471206665039
405,AcGePt,-1.061960856119792
406,Ac2Ge2Rh4,-0.7741286754608154
407,Ac2Ge2Ru2,-0.6392065684000654
408,Ac4Ge4S12,-1.3467872619628904
409,Ac2Si2Ge2,-0.6097078323364258
410,AcZnGe,-0.6664544741312666
411,AcGe12Pt4,-0.4609139947330245
412,AcGe2,-0.6731297175089521
413,Ac2Ge4Ir4,-0.7789587020874027
414,K4Ac4Ge8,-0.5062962770462036
415,Li4Ac4Ge8,-0.6527947584788008
416,Na4Ac4Ge8,-0.516350269317627
417,AcNi2Ge2,-0.6726087570190424
418,Ac2Ge4Pd4,-0.8667585372924798
419,Ac2Ge4Pt2,-0.9350721836090088
420,Ac2Ge4Pt4,-0.9715192794799804
421,Ac2Ge4Rh2,-0.8620091676712036
422,AcGe2Rh2,-0.8859180450439457
423,AcGe2Ru2,-0.672846794128418
424,Ac2Tc6Ge4,-0.3712615966796884
425,Ac2Zn4Ge4,-0.4794521331787114
426,Ac2Hf2Ge6,-0.7103061676025391
427,Ac2Nb2Ge6,-0.6169654846191408
428,AcNiGe3,-0.5969100952148443
429,Ac2Ta2Ge6,-0.5685581207275394
430,Ac2Tc2Ge6,-0.5206892013549806
431,Ac2Ti2Ge6,-0.7232782999674479
432,AcGe4Rh6,-0.7308975566517226
433,AcHO,-2.1626960436503095
434,Ac4H4O8,-2.5377503633499146
435,AcHS,-1.5057711601257324
436,AcHSe,-1.474492549896241
437,AcTeH,-1.2759203910827632
438,AcH2,-0.5206190745035806
439,Ac2H4Pt2,-0.6676688194274902
440,AcH3,-0.5453137159347534
