composition,cell,positions,numbers,material_id,MP Formation energy (eV/atom),MP Hull distance (eV/atom),natoms,spacegroup
ScZn6,"[[-6.76855829, 6.78990206, -6.86394586], [6.76855829, -6.78990206, -6.86394586], [-6.76855829, -6.78990206, -6.86394586]]","[[0.80835509, 0.5105435700000001, 0.29781253], [0.19164491, 0.48945643, 0.70218747], [0.80835509, 0.10616662, 0.70218747], [0.19164491, 0.89383338, 0.29781253], [0.70157316, 0.18636575, 0.11206109], [0.29842684, 0.81363425, 0.88793891], [0.29842684, 0.18636575, 0.51520842], [0.70157316, 0.81363425, 0.48479158], [0.49361476, 0.30251591, 0.80890116], [0.50638524, 0.69748409, 0.19109884], [0.88858293, 0.69748409, 0.80890116], [0.11141707, 0.30251591, 0.19109884], [0.19012241, 0.5, 0.30987759], [0.80987759, 0.5, 0.69012241], [0.30753561, 0.8075356100000001, 0.5], [0.69246439, 0.19246439, 0.5], [0.5, 0.6919648700000001, 0.80803513], [0.5, 0.30803513, 0.19196487], [0.77948695, 0.45258518000000003, 0.08199666], [0.46541916, 0.54741482, 0.67309823], [0.5345808400000001, 0.8614836100000001, 0.9180033400000001], [0.22051305000000002, 0.13851639, 0.32690177], [0.68637805, 0.22428286, 0.85712394], [0.08140679, 0.54350199, 0.14287606], [0.31362195, 0.45649801, 0.46209519], [0.91859321, 0.77571714, 0.53790481], [0.54045353, 0.31354807, 0.54564965], [0.45954647, 0.91389882, 0.22690446], [0.14080228, 0.68645193, 0.77309554], [0.85919772, 0.08610118, 0.45435035], [0.22051305000000002, 0.54741482, 0.9180033400000001], [0.5345808400000001, 0.45258518000000003, 0.32690177], [0.46541916, 0.13851639, 0.08199666], [0.77948695, 0.8614836100000001, 0.67309823], [0.31362195, 0.77571714, 0.14287606], [0.91859321, 0.45649801, 0.85712394], [0.68637805, 0.54350199, 0.53790481], [0.08140679, 0.22428286, 0.46209519], [0.45954647, 0.68645193, 0.45435035], [0.54045353, 0.08610118, 0.77309554], [0.85919772, 0.31354807, 0.22690446], [0.14080228, 0.91389882, 0.54564965], [0.73999298, 0.64520332, 0.09478966], [0.26000702000000003, 0.35479668000000003, 0.90521034], [0.73999298, 0.8347826500000001, 0.90521034], [0.26000702000000003, 0.16521735, 0.09478966], [0.90716945, 0.23764556, 0.8551859900000001], [0.09283055, 0.76235444, 0.14481401], [0.09283055, 0.23764556, 0.66952289], [0.90716945, 0.76235444, 0.33047711], [0.32214754, 0.09059735000000001, 0.76844981], [0.67785246, 0.90940265, 0.23155019000000002], [0.14095284, 0.90940265, 0.76844981], [0.85904716, 0.09059735000000001, 0.23155019000000002], [0.99811606, 0.67644644, 0.9988493700000001], [0.32470519000000003, 0.32355356, 0.67833038], [0.67529481, 0.99696543, 0.00115063], [0.00188394, 0.00303457, 0.32166962], [0.00188394, 0.32355356, 0.00115063], [0.67529481, 0.67644644, 0.32166962], [0.32470519000000003, 0.00303457, 0.9988493700000001], [0.99811606, 0.99696543, 0.67833038], [0.59499835, 0.24707076, 0.3479266], [0.40500165, 0.75292924, 0.6520734], [0.59499835, 0.9429239500000001, 0.6520734], [0.40500165, 0.05707605, 0.3479266], [0.65515173, 0.40277786, 0.94207041], [0.34484827, 0.5972221400000001, 0.05792959], [0.34484827, 0.40277786, 0.25237487000000003], [0.65515173, 0.5972221400000001, 0.74762513], [0.7526434, 0.34752312, 0.59488073], [0.247356599999999, 0.65247688, 0.40512027], [0.05759615, 0.65247688, 0.59488073], [0.94240385, 0.34752312, 0.40512027], [0.405571199999999, 0.0, 0.5944288], [0.5944288, 0.0, 0.405571199999999], [0.5877508, 0.5877508, -0.0], [0.4122492, 0.4122492, -0.0], [0.0, 0.40517397, 0.59482603], [0.0, 0.59482603, 0.40517397], [0.91404118, 0.82464397, 0.08939721], [0.08595882, 0.17535603, 0.91060279], [0.91404118, 0.0034384, 0.91060279], [0.08595882, 0.996561599999999, 0.08939721]]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",mp-1219746,-0.23421449428571403,0.0,84,Immm
Sc2ZnGa,"[[-2.3860000000000002e-05, 3.33340664, 3.33327867], [3.33309076, -2.5350000000000003e-05, 3.33328016], [3.33309071, 3.33340607, -2.5300000000000005e-05]]","[[0.99999649, 0.9999990400000001, 0.99999942], [0.50000251, 0.49999996, 0.50000058], [0.75, 0.75, 0.749999], [0.25, 0.249999, 0.25]]","[21, 21, 30, 31]",mp-867242,-0.5209366343749995,0.0,4,Fm-3m
ScGa3,"[[4.08175681, 0.0, 0.0], [0.0, 4.08175681, -0.0], [-0.0, 0.0, 4.08175681]]","[[-0.0, -0.0, -0.0], [0.5, 0.5, 0.0], [0.5, 0.0, 0.5], [0.0, 0.5, 0.5]]","[21, 31, 31, 31]",mp-932,-0.5006723293749991,0.0,4,Pm-3m
Sc3Ga2,"[[9.20990955, 0.06904534, -4.71455847], [-5.78348375, 8.53014964, -0.91720356], [0.046792230000000004, -0.06900843, 10.34632554]]","[[0.72979947, 0.43226164, 0.56962344], [0.27020349, 0.83982943, 0.70246475], [0.27020053, 0.93037656, 0.06773836], [0.8626259900000001, 0.70245621, 0.43225381], [0.13737357, 0.56963159, 0.83983242], [0.13737401, 0.06774619, 0.79754379], [0.86262643, 0.66016758, 0.93036841], [0.72979651, 0.79753525, 0.66017057], [0.27020053, 0.56773836, 0.43037656], [0.72979651, 0.16017057, 0.29753525000000003], [0.72979947, 0.06962344, 0.93226164], [0.13737401, 0.29754379000000003, 0.56774619], [0.86262643, 0.43036841000000003, 0.16016758], [0.8626259900000001, 0.9322538100000001, 0.20245621], [0.13737357, 0.33983242, 0.06963159000000001], [0.27020349, 0.20246475, 0.33982943], [0.50000139, 0.64691567, 0.14691567], [0.50000305, 0.14692362, 0.64692362], [0.49999695, 0.85307638, 0.35307638], [0.49999861, 0.35308433, 0.8530843300000001], [0.83927151, 0.16963556, 0.66963556], [0.5, 0.66963275, 0.83036725], [0.5, 0.33036725, 0.16963275], [0.16072849, 0.83036444, 0.33036444], [0.85352572, 0.37654112, 0.8765411200000001], [0.14648046, 0.02302397, 0.52302397], [0.14647428, 0.62345888, 0.12345888000000001], [0.4999864, 0.52300917, 0.37652827], [0.4999864, 0.87652827, 0.02300917], [0.5000136, 0.12347173, 0.97699083], [0.5000136, 0.47699083000000003, 0.62347173], [0.85351954, 0.97697603, 0.47697603], [0.26352466, 0.3817624, 0.8817624], [0.5, 0.88176292, 0.61823708], [0.5, 0.11823708000000001, 0.38176292], [0.73647534, 0.618237599999999, 0.1182376], [0.0, 0.5, 0.5], [0.0, 0.0, 0.0], [-0.0, 0.75000054, 0.7499994600000001], [0.0, 0.24999946, 0.25000054]]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",mp-30666,-0.5731920684999998,0.0,40,I4/mcm
ScZn,"[[3.33401869, 0.0, 0.0], [-0.0, 3.33401869, 0.0], [-0.0, -0.0, 3.33401869]]","[[-0.0, -0.0, -0.0], [0.5, 0.5, 0.5]]","[21, 30]",mp-11566,-0.3815654974999996,0.0,2,Pm-3m
ScGa,"[[3.8578580000000002, -0.0, -0.0], [0.0, 3.78289915, -1.49021423], [-1e-06, -0.02379436, 5.48158248]]","[[0.25, 0.86261157, 0.72504935], [0.75, 0.13738843, 0.27495065], [0.25, 0.58028201, 0.16177625], [0.75, 0.41971799, 0.83822375]]","[21, 21, 31, 31]",mp-11411,-0.6025011662499997,0.0,4,Cmcm
Sc3Ga5,"[[-2.308e-05, 0.0, -5.72309481], [0.0, -9.20669413, 0.0], [-10.97986341, 0.0, -4.071e-05]]","[[0.65119368, 0.75, 0.43129677], [0.84881456, 0.75, 0.93129222], [0.34880732000000003, 0.25, 0.56870323], [0.15118544, 0.25, 0.06870678], [0.60830564, 0.99454891, 0.14652512], [0.8916645400000001, 0.50545421, 0.64650498], [0.39169236, 0.49454891, 0.85347488], [0.10833446000000001, 0.00545421, 0.35349302], [0.39169236, 0.0054510900000000004, 0.85347488], [0.10833446000000001, 0.49454579, 0.35349302], [0.60830564, 0.50545109, 0.14652512], [0.8916645400000001, 0.99454579, 0.64650598], [0.62305435, 0.44937252, 0.40600437], [0.87695292, 0.0506232, 0.90600243], [0.37694665, 0.94937152, 0.59399863], [0.12304508, 0.5506242, 0.09399357], [0.37694765, 0.55062848, 0.59399863], [0.12304508, 0.9493758, 0.09399457], [0.62305435, 0.050628480000000003, 0.40600537000000003], [0.87695292, 0.449376799999999, 0.90600243], [0.33854049, 0.75, 0.24938299], [0.16144878000000001, 0.75, 0.74937549], [0.66145851, 0.25, 0.75061701], [0.83855022, 0.25, 0.25062451], [0.11883154, 0.75, 0.494989299999999], [0.38123046, 0.75, 0.99499451], [0.88117046, 0.25, 0.5050127], [0.6187695400000001, 0.25, 0.00500249], [0.87886357, 0.75, 0.20524342], [0.62110656, 0.75, 0.70527303], [0.12113643, 0.25, 0.7947535800000001], [0.37889544000000003, 0.25, 0.29472997]]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",mp-1200767,-0.6010399062499996,0.0,32,Pnma
ScZn3,"[[5.86550128, 1e-08, 0.0], [-2.93275013, 5.07967275, -0.0], [0.0, 0.0, 4.33310712]]","[[0.333333, 0.666667, 0.750002], [0.666667999999999, 0.333333999999999, 0.25], [0.84266905, 0.68533909, 0.750002], [0.31466091, 0.15732995, 0.750002], [0.15733195, 0.31466291, 0.25], [0.68533909, 0.84266905, 0.25], [0.15733195, 0.84266905, 0.25], [0.84266805, 0.15732995, 0.750002]]","[21, 21, 30, 30, 30, 30, 30, 30]",mp-862260,-0.31313379249999995,0.0,8,P6_3/mmc
ScZn12,"[[4.68909279, -0.0026478, 1.930724109999999], [2.34264633, 6.14456965, 0.9618179], [-0.00125854, -0.00387501, 6.64595947]]","[[-0.0, 0.0, 0.0], [0.5, 0.0, 0.5], [-0.0, 0.5, 0.0], [0.5, 0.5, 0.0], [-0.0, 0.0, 0.5], [0.35125879, 0.64859565, 0.64859565], [-0.0, 0.35179169, 0.64820831], [0.0, 0.64820831, 0.35179169], [0.6487412100000001, 0.35140435000000003, 0.35140435000000003], [0.28637335, 0.21378467, 0.21378467], [0.5, 0.78623541, 0.21376459], [0.5, 0.21376459, 0.78623541], [0.71362665, 0.78621533, 0.78621533]]","[21, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",mp-11567,-0.13657628269230754,0.0,13,I4/mmm
ScZn2,"[[5.22584519, 3.8820000000000004e-05, 2.069999999999999e-06], [-2.61288834, 4.52573454, -2.2e-06], [2.94e-06, -2.09e-06, 8.42472586]]","[[0.3333325, 0.6666675200000001, 0.5613118300000001], [0.66666728, 0.33333281, 0.06139883], [0.66666728, 0.33333287, 0.43863961], [0.33333246, 0.66666762, 0.93864907], [0.9999998600000001, 0.9999999900000001, 7.952000000000001e-05], [0.99999981, 1.00000004, 0.49992085], [0.17080496, 0.34160442, 0.25021561000000003], [0.82921351, 0.17078646, 0.74978478], [0.34157477, 0.17078946, 0.7497842], [0.65839562, 0.82919503, 0.2502157], [0.17080141000000001, 0.82919852, 0.2502157], [0.82921053, 0.65842526, 0.74978429]]","[21, 21, 21, 21, 30, 30, 30, 30, 30, 30, 30, 30]",mp-13503,-0.34648557583333367,0.0,12,P6_3/mmc
PPd3,"[[5.23038658, 0.0, 0.0], [-0.0, 6.01737394, 0.0], [0.0, 0.0, 7.46708826]]","[[0.45930557, 0.88134579, 0.25], [0.95930557, 0.61865421, 0.75], [0.040694430000000004, 0.38134579, 0.25], [0.5406944300000001, 0.11865421, 0.75], [0.86901261, 0.02757561, 0.25], [0.36901261, 0.47242439, 0.75], [0.63098739, 0.52757561, 0.25], [0.13098739, 0.97242439, 0.75], [0.33515353000000003, 0.17325852, 0.06344356], [0.83515353, 0.32674148000000003, 0.93655644], [0.16484647, 0.67325852, 0.43655644], [0.66484647, 0.82674148, 0.5634435600000001], [0.66484647, 0.82674148, 0.93655644], [0.16484647, 0.67325852, 0.06344356], [0.83515353, 0.32674148000000003, 0.5634435600000001], [0.33515353000000003, 0.17325852, 0.43655644]]","[15, 15, 15, 15, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46]",mp-19879,-0.4792306902083334,0.0,16,Pnma
Zn61Pd8,"[[6.32810348, 4.55898061, -0.0], [-6.32810348, 4.55898061, -0.0], [0.0, -0.0, 36.0587455]]","[[0.32435905, 0.09381602, 0.344235099999999], [0.67564095, 0.90618398, 0.6557649], [0.17564095, 0.40618398, 0.8442351], [0.59381602, 0.82435905, 0.155764899999999], [0.82435905, 0.59381602, 0.155764899999999], [0.40618398, 0.17564095, 0.8442351], [0.90618398, 0.67564095, 0.6557649], [0.09381602, 0.32435905, 0.344235099999999], [0.4196254, 0.77912592, 0.08767978], [0.5803746, 0.22087408, 0.91232022], [0.080374599999999, 0.72087408, 0.58767978], [0.27912592, 0.919625399999999, 0.41232022], [0.919625399999999, 0.27912592, 0.41232022], [0.72087408, 0.080374599999999, 0.58767978], [0.22087408, 0.5803746, 0.91232022], [0.77912592, 0.4196254, 0.08767978], [0.04627087, 0.04627087, 0.46402676], [0.95372913, 0.95372913, 0.53597324], [0.45372913000000004, 0.45372913000000004, 0.96402676], [0.54627087, 0.54627087, 0.035973240000000004], [0.27395428, 0.91491493, 0.03424771], [0.72604572, 0.08508507, 0.9657522900000001], [0.22604572, 0.58508507, 0.53424771], [0.41491493, 0.77395428, 0.46575229], [0.77395428, 0.41491493, 0.46575229], [0.58508507, 0.22604572, 0.53424771], [0.08508507, 0.72604572, 0.9657522900000001], [0.91491493, 0.27395428, 0.03424771], [0.40579757, 0.1542132, 0.22020456], [0.5942024300000001, 0.8457868, 0.77979544], [0.09420243, 0.3457868, 0.72020456], [0.654213199999999, 0.90579757, 0.27979544], [0.90579757, 0.654213199999999, 0.27979544], [0.3457868, 0.09420243, 0.72020456], [0.8457868, 0.5942024300000001, 0.77979544], [0.1542132, 0.40579757, 0.22020456], [0.57436194, 0.21055907000000001, 0.02596561], [0.42563806, 0.78944093, 0.97403439], [0.92563806, 0.28944093, 0.52596561], [0.7105590700000001, 0.07436194, 0.47403439], [0.07436194, 0.7105590700000001, 0.47403439], [0.28944093, 0.92563806, 0.52596561], [0.78944093, 0.42563806, 0.97403439], [0.21055907000000001, 0.57436194, 0.02596561], [0.03490125, 0.03490125, 0.07973515], [0.96509875, 0.96509875, 0.92026485], [0.46509875, 0.46509875, 0.57973515], [0.53490125, 0.53490125, 0.42026485], [0.72309921, 0.08186071, 0.10101138], [0.27690079, 0.91813929, 0.89898862], [0.77690079, 0.41813929, 0.60101138], [0.5818607100000001, 0.22309921, 0.39898862], [0.22309921, 0.5818607100000001, 0.39898862], [0.41813929, 0.77690079, 0.60101138], [0.91813929, 0.27690079, 0.89898862], [0.08186071, 0.72309921, 0.10101138], [0.6690372800000001, 0.90840198, 0.03257192], [0.33096272, 0.09159802, 0.96742808], [0.83096272, 0.5915980200000001, 0.53257192], [0.40840198, 0.16903728, 0.46742808], [0.16903728, 0.40840198, 0.46742808], [0.5915980200000001, 0.83096272, 0.53257192], [0.09159802, 0.33096272, 0.96742808], [0.90840198, 0.6690372800000001, 0.03257192], [0.39095832, 0.13271768, 0.09310282], [0.60904168, 0.86728232, 0.90689718], [0.10904168, 0.36728232, 0.59310282], [0.6327176800000001, 0.89095832, 0.40689718], [0.89095832, 0.6327176800000001, 0.40689718], [0.36728232, 0.10904168, 0.59310282], [0.86728232, 0.60904168, 0.90689718], [0.13271768, 0.39095832, 0.09310282], [0.29735189, 0.93006698, 0.15823863], [0.70264811, 0.06993302, 0.8417613700000001], [0.20264811, 0.56993302, 0.65823863], [0.43006698, 0.7973518900000001, 0.34176137], [0.7973518900000001, 0.43006698, 0.34176137], [0.56993302, 0.20264811, 0.65823863], [0.06993302, 0.70264811, 0.8417613700000001], [0.93006698, 0.29735189, 0.15823863], [0.57953833, 0.21983829, 0.28833853], [0.42046167, 0.78016171, 0.71166147], [0.92046167, 0.28016171, 0.78833853], [0.71983829, 0.07953833, 0.21166147000000002], [0.07953833, 0.71983829, 0.21166147000000002], [0.28016171, 0.92046167, 0.78833853], [0.78016171, 0.42046167, 0.71166147], [0.21983829, 0.57953833, 0.28833853], [0.48133639, 0.48133639, 0.11380082], [0.51866361, 0.51866361, 0.88619918], [0.01866361, 0.01866361, 0.61380082], [0.9813363900000001, 0.9813363900000001, 0.38619918000000003], [0.456724199999999, 0.456724199999999, 0.34544198], [0.5432758, 0.5432758, 0.65455802], [0.043275799999999004, 0.043275799999999004, 0.84544198], [0.956724199999999, 0.956724199999999, 0.15455802], [0.27840699, 0.91864289, 0.27664588], [0.72159301, 0.08135711, 0.72335412], [0.22159301, 0.58135711, 0.77664588], [0.41864289, 0.77840699, 0.22335412000000002], [0.77840699, 0.41864289, 0.22335412000000002], [0.58135711, 0.22159301, 0.77664588], [0.08135711, 0.72159301, 0.72335412], [0.91864289, 0.27840699, 0.27664588], [0.5887012500000001, 0.23057258, 0.15520304000000001], [0.41129875, 0.76942742, 0.84479696], [0.91129875, 0.26942742000000003, 0.65520304], [0.73057258, 0.08870125, 0.34479696], [0.08870125, 0.73057258, 0.34479696], [0.26942742000000003, 0.91129875, 0.65520304], [0.76942742, 0.41129875, 0.84479696], [0.23057258, 0.5887012500000001, 0.15520304000000001], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.04584314, 0.04584314, 0.22715317000000002], [0.95415686, 0.95415686, 0.77284683], [0.45415686, 0.45415686, 0.72715317], [0.54584314, 0.54584314, 0.27284683], [0.49303394, 0.49303394, 0.19313433], [0.50696606, 0.50696606, 0.80686567], [0.0069660600000000005, 0.0069660600000000005, 0.69313433], [0.99303394, 0.99303394, 0.30686567], [0.24592149, 0.24592149, 0.1561871], [0.75407851, 0.75407851, 0.8438129], [0.25407851, 0.25407851, 0.6561871], [0.74592149, 0.74592149, 0.3438129], [0.25765524, 0.25765524, 0.2807415], [0.74234476, 0.74234476, 0.7192585], [0.24234476, 0.24234476, 0.7807415], [0.7576552400000001, 0.7576552400000001, 0.2192585], [0.25675588, 0.25675588, 0.03159337], [0.7432441200000001, 0.7432441200000001, 0.96840663], [0.24324412, 0.24324412, 0.5315933700000001], [0.75675588, 0.75675588, 0.46840663], [0.25380611000000003, 0.25380611000000003, 0.40643675], [0.74619389, 0.74619389, 0.59356325], [0.24619389, 0.24619389, 0.90643675], [0.75380611, 0.75380611, 0.09356325]]","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46]",mp-1208176,-0.18224553782608688,0.0,138,Cmce
ZnP2,"[[5.05271944, -0.0, 0.0], [0.0, 5.05271944, -0.0], [-0.0, 0.0, 18.41534157]]","[[0.34500034, 0.86303953, 0.44916634], [0.65499966, 0.13696047, 0.94916634], [0.86303953, 0.34500034, 0.55083366], [0.36303953, 0.15499966, 0.69916634], [0.63696047, 0.84500034, 0.19916634], [0.15499966, 0.36303953, 0.30083366], [0.84500034, 0.63696047, 0.80083366], [0.13696047, 0.65499966, 0.05083366], [0.99050602, 0.01836965, 0.37596085], [0.00949398, 0.98163035, 0.87596085], [0.01836965, 0.99050602, 0.62403915], [0.51836965, 0.50949398, 0.62596085], [0.48163035, 0.49050602, 0.12596085], [0.50949398, 0.51836965, 0.37403915], [0.49050602, 0.48163035, 0.87403915], [0.98163035, 0.00949398, 0.12403915], [0.8026880200000001, 0.31926596, 0.05924689], [0.18073404, 0.30268802, 0.80924689], [0.8192659600000001, 0.69731198, 0.30924689], [0.30268802, 0.18073404, 0.19075311], [0.69731198, 0.8192659600000001, 0.6907531100000001], [0.19731198, 0.68073404, 0.55924689], [0.31926596, 0.8026880200000001, 0.9407531100000001], [0.68073404, 0.19731198, 0.44075311]]","[30, 30, 30, 30, 30, 30, 30, 30, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",mp-11025,-0.24848223430555608,0.0,24,P4_32_12
P2Pd,"[[4.20137025, -0.0401447, -1.671045149999999], [-1.25589883, 4.1483913900000005, -1.28805688], [-0.02161629, 0.0234463, 5.80836474]]","[[0.023589699999999002, 0.06130202, 0.33398822], [0.227314799999999, 0.68960348, 0.16601178], [0.7726852, 0.31039652, 0.8339882200000001], [0.9764103, 0.93869798, 0.66601178], [0.5, 0.5, 0.5], [0.5, -0.0, 0.0]]","[15, 15, 15, 15, 46, 46]",mp-28266,-0.4296943772222228,0.0,6,C2/c
Zn3Pd,"[[-1.85532641, 1.85532641, 4.04297935], [1.85532641, -1.85532641, 4.04297935], [1.85532641, 1.85532641, -4.04297935]]","[[0.749999, 0.249999, 0.5], [0.249999, 0.749999, 0.5], [0.5, 0.5, -0.0], [0.0, 0.0, 0.0]]","[30, 30, 30, 46]",mp-865357,-0.3647653074999999,0.0,4,I4/mmm
Zn3P2,"[[8.03636072, 0.0, 0.0], [0.0, 8.03635766, 0.0], [0.0, 0.0, 11.32002924]]","[[0.249999, 0.96750844, 0.8564738], [0.53249156, 0.249999, 0.3564728], [0.96750744, 0.25, 0.3564738], [0.75, 0.03249156, 0.1435262], [0.75, 0.46750844, 0.1435262], [0.249999, 0.53249156, 0.8564738], [0.46750744, 0.75, 0.643526199999999], [0.03249156, 0.750000999999999, 0.6435272], [0.25, 0.03258463, 0.13497068], [0.46741537, 0.25, 0.63497068], [0.03258463, 0.25, 0.63497068], [0.75, 0.96741537, 0.86502932], [0.75, 0.53258463, 0.8650283200000001], [0.25, 0.46741537, 0.13497168], [0.53258463, 0.75, 0.36502832], [0.96741537, 0.75, 0.36502932], [0.25, 0.99673638, 0.39755491], [0.50326362, 0.25, 0.89755491], [0.9967353800000001, 0.25, 0.89755491], [0.75, 0.00326362, 0.60244509], [0.75, 0.49673638000000003, 0.60244509], [0.25, 0.50326362, 0.39755491], [0.49673538, 0.75, 0.10244509], [0.00326362, 0.75, 0.10244509], [0.25, 0.75, 0.99613197], [0.75, 0.25, 0.49613197000000003], [0.75, 0.25, 0.00386803], [0.25, 0.75, 0.50386803], [0.25, 0.25, 0.99574359], [0.250001, 0.25, 0.49574359], [0.75, 0.75, 0.00425641], [0.750000999999999, 0.75, 0.50425641], [0.50414459, 0.00414359, 0.75], [0.49585641, 0.50414359, 0.25], [0.00414459, 0.99585641, 0.25], [0.99585641, 0.49585541, 0.75], [0.49585641, 0.99585541, 0.25], [0.50414359, 0.49585641, 0.75], [0.99585641, 0.00414459, 0.75], [0.00414459, 0.50414359, 0.25]]","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",mp-2071,-0.18831408583333306,0.0,40,P4_2/nmc
Zn2Pd,"[[3.74612093, 3.6724955, 0.0], [-3.74612093, 3.6724955, 0.0], [0.0, 0.0, 12.24747926]]","[[0.27687737, 0.72312263, 0.0055216], [0.72312263, 0.27687737, 0.0055216], [-0.0, 0.5, 0.16694746], [0.5, 0.0, 0.83312153], [-0.0, 0.5, 0.83312153], [0.5, 0.0, 0.16694746], [-0.0, 0.0, 0.1659014], [-0.0, 0.0, 0.82942179], [0.72347386, 0.72347386, 0.666949399999999], [0.27652614000000003, 0.27652614000000003, 0.666949399999999], [0.28204034, 0.28204034, 0.33037436000000003], [0.71795966, 0.71795966, 0.33037436000000003], [-0.0, 0.0, 0.50240558], [-0.0, 0.5, 0.50016175], [0.5, 0.0, 0.50016175], [0.5, 0.5, 0.83592364], [0.21329525, 0.7867047500000001, 0.33815672], [0.7867047500000001, 0.21329525, 0.33815672], [0.22449381000000002, 0.77550619, 0.66590616], [0.77550619, 0.22449381000000002, 0.66590616], [0.5, 0.5, 0.49809394], [0.5, 0.5, 0.16821098], [0.77963423, 0.77963423, 0.99288387], [0.22036577000000002, 0.22036577000000002, 0.99288387]]","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 46, 46, 46, 46, 46, 46, 46, 46]",mp-1215714,-0.4375369062500001,0.0,24,Cmm2
ZnPd2,"[[0.0, -4.16592258, 0.0], [-5.35763478, 0.0, 0.0], [0.0, 0.0, -7.7500179]]","[[0.75, 0.1863803, 0.59913732], [0.75, 0.686380299999999, 0.90086268], [0.25, 0.8136197, 0.40086268], [0.25, 0.3136197, 0.09913732], [0.75, 0.67329054, 0.56949112], [0.75, 0.17329054, 0.93050888], [0.25, 0.32670946, 0.43050888], [0.25, 0.82670946, 0.06949112], [0.75, 0.53794739, 0.22372551000000002], [0.75, 0.03794739, 0.27627449], [0.25, 0.46205261000000003, 0.77627449], [0.25, 0.96205261, 0.72372551]]","[30, 30, 30, 30, 46, 46, 46, 46, 46, 46, 46, 46]",mp-1103252,-0.46219747416666657,0.0,12,Pnma
