composition,cell,positions,numbers,material_id,MP Formation energy (eV/atom),MP Hull distance (eV/atom),natoms,spacegroup
ScIn2,"[[4.4681986, -0.0, 0.0], [0.0, 0.0, 4.45889366], [-2.23409879, -6.8285895199999995, 0.0]]","[[0.8435722800000001, 0.5, 0.68714356], [0.15642772, 0.5, 0.31285644], [0.67607848, 0.0, 0.35215695], [0.32392152, 0.0, 0.64784305], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0]]","[21, 21, 49, 49, 49, 49]",mp-1206268,-0.3545887349999995,0.0,6,Cmmm
ScIn,"[[3.19494358, 0.0, 0.0], [0.0, 3.19494358, 0.0], [0.0, 0.0, 4.37973534]]","[[-0.0, 0.0, -0.0], [0.5, 0.5, 0.5]]","[21, 49]",mp-1207100,-0.4328670474999994,0.0,2,P4/mmm
ScIr3,"[[3.9276704000000002, 0.0, -0.0], [0.0, 3.9276704000000002, -0.0], [0.0, 0.0, 3.9276704000000002]]","[[0.0, -0.0, 0.0], [0.0, 0.5, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.5]]","[21, 77, 77, 77]",mp-12593,-0.6210933587499987,0.0,4,Pm-3m
HfRe2,"[[5.25547154, -1e-08, 0.0], [-2.62773678, 4.55137263, -0.0], [0.0, -0.0, 8.60303494]]","[[0.333333, 0.666667, 0.06169752], [0.666667, 0.333333, 0.5616975200000001], [0.666667, 0.333333, 0.93830248], [0.333333, 0.666667, 0.43830248], [0.0, 0.0, -0.0], [0.0, 0.0, 0.5], [0.82794232, 0.65588564, 0.25], [0.17205768, 0.82794232, 0.75], [0.65588564, 0.82794232, 0.75], [0.34411436, 0.17205768, 0.25], [0.82794232, 0.17205768, 0.25], [0.17205768, 0.34411436, 0.75]]","[72, 72, 72, 72, 75, 75, 75, 75, 75, 75, 75, 75]",mp-1689,-0.3964250458333349,0.0,12,P6_3/mmc
Hf21Re25,"[[7.996651, -12.899453, 0.0], [7.996651, 12.899453, 0.0], [-12.811546, 0.0, 8.136743]]","[[0.054633999999999, 0.445366, 0.75], [0.75, 0.054633999999999, 0.445366], [0.445366, 0.75, 0.054633999999999], [0.25, 0.945365999999999, 0.554634], [0.554634, 0.25, 0.945365999999999], [0.945365999999999, 0.554634, 0.25], [0.953221, 0.726955999999999, 0.186118999999999], [0.186118999999999, 0.953221, 0.726955999999999], [0.726955999999999, 0.186118999999999, 0.953221], [0.686118999999999, 0.226956, 0.453221], [0.453221, 0.686118999999999, 0.226956], [0.226956, 0.453221, 0.686118999999999], [0.046779, 0.273044, 0.813881], [0.813881, 0.046779, 0.273044], [0.273044, 0.813881, 0.046779], [0.313880999999999, 0.773044, 0.546779], [0.546779, 0.313880999999999, 0.773044], [0.773044, 0.546779, 0.313880999999999], [0.818643999999999, 0.934014, 0.049505999999999], [0.049505999999999, 0.818643999999999, 0.934014], [0.934014, 0.049505999999999, 0.818643999999999], [0.549505999999999, 0.434013999999999, 0.318644], [0.318644, 0.549505999999999, 0.434013999999999], [0.434013999999999, 0.318644, 0.549505999999999], [0.181356, 0.065986, 0.950494], [0.950494, 0.181356, 0.065986], [0.065986, 0.950494, 0.181356], [0.450494, 0.565986, 0.681356], [0.681356, 0.450494, 0.565986], [0.565986, 0.681356, 0.450494], [0.439166, 0.957417, 0.862103], [0.862103, 0.439166, 0.957417], [0.957417, 0.862103, 0.439166], [0.362103, 0.457416999999999, 0.939166], [0.939166, 0.362103, 0.457416999999999], [0.457416999999999, 0.939166, 0.362103], [0.560833999999999, 0.042582999999999004, 0.137897], [0.137897, 0.560833999999999, 0.042582999999999004], [0.042582999999999004, 0.137897, 0.560833999999999], [0.637896999999999, 0.542582999999999, 0.060834], [0.060834, 0.637896999999999, 0.542582999999999], [0.542582999999999, 0.060834, 0.637896999999999], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.688628999999999, 0.811371, 0.75], [0.75, 0.688628999999999, 0.811371], [0.811371, 0.75, 0.688628999999999], [0.25, 0.311371, 0.188629], [0.188629, 0.25, 0.311371], [0.311371, 0.188629, 0.25], [0.306262, 0.193738, 0.75], [0.75, 0.306262, 0.193738], [0.193738, 0.75, 0.306262], [0.25, 0.693738, 0.806261999999999], [0.806261999999999, 0.25, 0.693738], [0.693738, 0.806261999999999, 0.25], [0.693631, 0.63177, 0.930068], [0.930068, 0.693631, 0.63177], [0.63177, 0.930068, 0.693631], [0.430068, 0.13177, 0.193631], [0.193631, 0.430068, 0.13177], [0.13177, 0.193631, 0.430068], [0.306369, 0.36823000000000006, 0.069932], [0.069932, 0.306369, 0.36823000000000006], [0.36823000000000006, 0.069932, 0.306369], [0.569932, 0.8682300000000001, 0.806369], [0.806369, 0.569932, 0.8682300000000001], [0.8682300000000001, 0.806369, 0.569932], [0.519436, 0.811839, 0.9294659999999991], [0.9294659999999991, 0.519436, 0.811839], [0.811839, 0.9294659999999991, 0.519436], [0.429465999999999, 0.311839, 0.019436], [0.019436, 0.429465999999999, 0.311839], [0.311839, 0.019436, 0.429465999999999], [0.480564, 0.188161, 0.070534], [0.070534, 0.480564, 0.188161], [0.188161, 0.070534, 0.480564], [0.570534, 0.688161, 0.980564], [0.980564, 0.570534, 0.688161], [0.688161, 0.980564, 0.570534], [0.764563, 0.119185, 0.11638899999999901], [0.11638899999999901, 0.764563, 0.119185], [0.119185, 0.11638899999999901, 0.764563], [0.616389, 0.619185, 0.264563], [0.264563, 0.616389, 0.619185], [0.619185, 0.264563, 0.616389], [0.235436999999999, 0.880815, 0.883610999999999], [0.883610999999999, 0.235436999999999, 0.880815], [0.880815, 0.883610999999999, 0.235436999999999], [0.383611, 0.380814999999999, 0.735437], [0.735437, 0.383611, 0.380814999999999], [0.380814999999999, 0.735437, 0.383611]]","[72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75]",mp-1203605,-0.4112753507608713,0.0,92,R-3c
Hf5Re24,"[[7.94436571, 1.009999999999998e-06, -2.80875799], [-3.972182349999999, 6.88002271, -2.80875799], [-0.0, 1.009999999999998e-06, 8.42627296]]","[[0.0, 0.37210363, 0.0], [0.0, -0.0, -0.0], [-0.0, 0.0, 0.37210363], [0.37210363, 0.0, 0.0], [0.62789637, 0.62789637, 0.62789637], [0.67683843, 0.67683843, 0.2808656], [0.3755001, 0.3755001, 0.18193883], [0.0, 0.6244999, 0.80643874], [0.32316157, 0.0, 0.60402617], [0.39597383, 0.7191344, 0.39597383], [0.0, 0.60402617, 0.32316157], [0.7191344, 0.39597383, 0.39597383], [-0.0, 0.80643874, 0.6244999], [0.39597383, 0.39597383, 0.7191344], [0.6244999, 0.80643874, -0.0], [0.2808656, 0.67683843, 0.67683843], [0.67683843, 0.2808656, 0.67683843], [0.81806117, 0.19356126, 0.19356126], [0.19356126, 0.19356126, 0.81806117], [0.60402617, 0.32316157, 0.0], [0.80643874, -0.0, 0.6244999], [0.19356126, 0.81806117, 0.19356126], [0.3755001, 0.18193883, 0.3755001], [0.32316157, 0.60402617, 0.0], [0.6244999, 0.0, 0.80643874], [0.0, 0.32316157, 0.60402617], [0.60402617, 0.0, 0.32316157], [0.80643874, 0.6244999, 0.0], [0.18193883, 0.3755001, 0.3755001]]","[72, 72, 72, 72, 72, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75]",mp-567490,-0.2611637517241371,0.0,29,I-43m
Re3Ge7,"[[3.25184241, 0.0, -0.0], [-1.6259222100000001, 4.51265383, -0.0], [-0.0, 0.0, 22.02290824]]","[[0.51851992, 0.03704184, 0.25], [0.48148008000000003, 0.96295816, 0.75], [0.07414605, 0.148292099999999, 0.05958539], [0.92585395, 0.8517079, 0.94041461], [0.92585395, 0.8517079, 0.55958539], [0.07414605, 0.148292099999999, 0.44041461], [0.23552446000000002, 0.47104792, 0.25], [0.7644755400000001, 0.52895208, 0.75], [0.35486155, 0.7097211, 0.031188920000000002], [0.64513845, 0.2902789, 0.96881108], [0.64513845, 0.2902789, 0.5311889200000001], [0.35486155, 0.7097211, 0.46881108], [0.05909636, 0.11819173000000001, 0.83775382], [0.94090364, 0.8818082700000001, 0.16224618], [0.94090364, 0.8818082700000001, 0.33775382], [0.05909636, 0.11819173000000001, 0.66224618], [0.3241834, 0.64836781, 0.86361091], [0.6758166, 0.35163219, 0.13638909], [0.6758166, 0.35163219, 0.36361091], [0.3241834, 0.64836781, 0.63638909]]","[75, 75, 75, 75, 75, 75, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",mp-29141,-0.01068712000000147,0.0,20,Cmcm
Hf9Re4Ge,"[[8.58585, 0.0, 0.0], [-4.292925, 7.435564, 0.0], [0.0, 0.0, 8.700602]]","[[0.19477000000000003, 0.8052300000000001, 0.455546], [0.19477000000000003, 0.38954000000000005, 0.455546], [0.61046, 0.8052300000000001, 0.455546], [0.8052300000000001, 0.19477000000000003, 0.544454], [0.8052300000000001, 0.61046, 0.544454], [0.38954000000000005, 0.19477000000000003, 0.544454], [0.8052300000000001, 0.19477000000000003, 0.955546], [0.8052300000000001, 0.61046, 0.955546], [0.38954000000000005, 0.19477000000000003, 0.955546], [0.19477000000000003, 0.8052300000000001, 0.044454], [0.19477000000000003, 0.38954000000000005, 0.044454], [0.61046, 0.8052300000000001, 0.044454], [0.540606, 0.459393999999999, 0.25], [0.540606, 0.081210999999999, 0.25], [0.918789, 0.459393999999999, 0.25], [0.459393999999999, 0.540606, 0.75], [0.459393999999999, 0.918789, 0.75], [0.081210999999999, 0.540606, 0.75], [0.8913800000000001, 0.10862000000000001, 0.25], [0.8913800000000001, 0.782760999999999, 0.25], [0.217239, 0.10862000000000001, 0.25], [0.10862000000000001, 0.8913800000000001, 0.75], [0.10862000000000001, 0.217239, 0.75], [0.782760999999999, 0.8913800000000001, 0.75], [0.0, 0.0, 0.5], [0.0, 0.0, 0.0], [0.333333, 0.666667, 0.25], [0.666667, 0.333333, 0.75]]","[72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 75, 75, 75, 75, 75, 75, 75, 75, 32, 32]",mp-1194358,-0.3715823071428567,0.0,28,P6_3/mmc
V3Au,"[[4.85320954, -4e-08, -1e-08], [-4e-08, 4.85317936, 1.1e-07], [-1e-08, 1.1e-07, 4.85318408]]","[[0.4999999, 0.24999789, 1e-08], [0.49999992, 0.75000211, 1e-08], [0.25000057, 2e-08, 0.5], [0.74999944, 0.0, 0.49999998], [1e-06, 0.49999999, 0.25000185], [9.9e-07, 0.49999999, 0.74999815], [0.50000223, 0.49999999, 0.49999997], [-2.04e-06, 1e-08, 3.0000000000000004e-08]]","[23, 23, 23, 23, 23, 23, 79, 79]",mp-839,-0.036159689999999856,0.0,8,Pm-3n
Bi2Rh,"[[6.86032693, 0.0, 0.0], [0.0, 6.16939461, -3.19778282], [0.0, 0.05094915, 7.00620728]]","[[0.35895742, 0.85331729, 0.62756797], [0.85895742, 0.14668271, 0.87243203], [0.64104258, 0.14668271, 0.37243203], [0.14104258, 0.85331729, 0.12756797], [0.85829672, 0.65308402, 0.32886647], [0.35829672, 0.34691598, 0.17113353], [0.14170328000000001, 0.34691598, 0.67113353], [0.64170328, 0.65308402, 0.82886647], [0.49933289000000003, 0.72896974, 0.21442562], [0.99933289, 0.27103026, 0.28557438], [0.50066711, 0.27103026, 0.78557438], [0.0006671100000000001, 0.72896974, 0.71442562]]","[83, 83, 83, 83, 83, 83, 83, 83, 45, 45, 45, 45]",mp-23217,-0.1931886725000004,0.0,12,P2_1/c
BiRh,"[[-2.06706093, -3.58036295, -3.0000000000000004e-08], [-2.06706093, 3.58036295, 3.0000000000000004e-08], [0.0, -5e-08, -5.68695456]]","[[0.66666872, 0.33333128, 0.75000298], [0.33333128, 0.66666872, 0.24999702000000001], [-0.0, -0.0, 0.5], [-0.0, -0.0, 0.0]]","[83, 83, 45, 45]",mp-1064554,-0.16639869750000003,0.0,4,P6_3/mmc
FeRh,"[[2.99209254, -0.0, 0.0], [-0.0, 2.99209254, 0.0], [-0.0, -0.0, 2.99209254]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[26, 45]",mp-1918,-0.04384981499999974,0.0,2,Pm-3m
Bi4Rh,"[[12.36931132, 3.0000000000000004e-08, -4.373212309999999], [-6.1846541, 10.71213801, -4.373212309999999], [-1e-08, -1e-08, 13.11963591]]","[[0.58644317, 0.91163122, 0.37020975], [0.45857854000000003, 0.58836878, 0.17481295], [0.17481295, 0.45857854000000003, 0.58836878], [0.21623441000000002, 0.12979025, 0.04142146], [0.32518705000000003, 0.91163122, 0.04142146], [0.28376559, 0.32518705000000003, 0.91355683], [0.04142146, 0.32518705000000003, 0.91163122], [0.91163122, 0.37020975, 0.58644317], [0.91163122, 0.04142146, 0.32518705000000003], [0.37020975, 0.28376559, 0.45857854000000003], [0.58644317, 0.17481295, 0.21623441000000002], [0.58836878, 0.91355683, 0.12979025], [0.41163122, 0.82518705, 0.54142146], [0.82518705, 0.78376559, 0.41355683], [0.87020975, 0.41163122, 0.08644317], [0.08644317, 0.87020975, 0.41163122], [0.54142146, 0.62979025, 0.71623441], [0.71623441, 0.54142146, 0.62979025], [0.78376559, 0.41355683, 0.82518705], [0.87020975, 0.95857854, 0.78376559], [0.08644317, 0.71623441, 0.67481295], [0.62979025, 0.41355683, 0.08836878000000001], [0.95857854, 0.78376559, 0.87020975], [0.67481295, 0.08644317, 0.71623441], [0.41355683, 0.08836878000000001, 0.62979025], [0.54142146, 0.41163122, 0.82518705], [0.82518705, 0.54142146, 0.41163122], [0.78376559, 0.87020975, 0.95857854], [0.67481295, 0.08836878000000001, 0.95857854], [0.71623441, 0.67481295, 0.08644317], [0.95857854, 0.67481295, 0.08836878000000001], [0.08836878000000001, 0.62979025, 0.41355683], [0.08836878000000001, 0.95857854, 0.67481295], [0.62979025, 0.71623441, 0.54142146], [0.41355683, 0.82518705, 0.78376559], [0.41163122, 0.08644317, 0.87020975], [0.32518705000000003, 0.91355683, 0.28376559], [0.04142146, 0.21623441000000002, 0.12979025], [0.37020975, 0.58644317, 0.91163122], [0.91355683, 0.28376559, 0.32518705000000003], [0.12979025, 0.04142146, 0.21623441000000002], [0.21623441000000002, 0.58644317, 0.17481295], [0.28376559, 0.45857854000000003, 0.37020975], [0.45857854000000003, 0.37020975, 0.28376559], [0.91355683, 0.12979025, 0.58836878], [0.12979025, 0.58836878, 0.91355683], [0.17481295, 0.21623441000000002, 0.58644317], [0.58836878, 0.17481295, 0.45857854000000003], [0.25, 0.875, 0.625], [0.875, 0.625, 0.25], [0.625, 0.875, 0.75], [0.875, 0.75, 0.625], [0.625, 0.25, 0.875], [0.75, 0.625, 0.875], [0.75, 0.125, 0.375], [0.125, 0.375, 0.75], [0.375, 0.125, 0.25], [0.125, 0.25, 0.375], [0.375, 0.75, 0.125], [0.25, 0.375, 0.125]]","[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45]",mp-30467,-0.14208049216666724,0.0,60,Ia-3d
Fe3Rh,"[[-0.00019033, 2.93030838, 2.93030838], [2.93030838, -0.00019033, 2.93030838], [2.93030838, 2.93030838, -0.00019033]]","[[7.589999999999998e-06, 7.589999999999998e-06, 7.589999999999998e-06], [0.49999398, 0.49999398, 0.49999398], [0.25000153, 0.25000153, 0.25000153], [0.7499978900000001, 0.7499978900000001, 0.7499978900000001]]","[26, 26, 26, 45]",mp-1184364,-0.02220546499999898,0.0,4,Fm-3m
FeRh3,"[[5.35342357, 3.9e-06, 0.0], [-2.67670837, 4.63619618, 0.0], [0.0, -0.0, 4.31372423]]","[[0.333333999999999, 0.666667, 0.749999], [0.666665, 0.333331999999999, 0.25], [0.16779913, 0.33559626, 0.25], [0.66440074, 0.83219887, 0.25], [0.16779913, 0.8321998700000001, 0.25], [0.83220083, 0.66440467, 0.749999], [0.33559533, 0.16779817, 0.749999], [0.83220183, 0.16779817, 0.749999]]","[26, 26, 45, 45, 45, 45, 45, 45]",mp-1184368,-0.030235877500000008,0.0,8,P6_3/mmc
TiAg,"[[2.90381219, 0.0, -0.0], [-0.0, 2.90381219, -0.0], [0.0, -0.0, 8.13270293]]","[[0.75, 0.75, 0.883487999999999], [0.25, 0.25, 0.116511999999999], [0.75, 0.75, 0.373251399999999], [0.25, 0.25, 0.6267486]]","[22, 22, 47, 47]",mp-1017985,-0.06546545000000048,0.0,4,P4/nmm
Ti2Ag,"[[-1.4726641200000001, 1.4726641200000001, 5.91195787], [1.4726641200000001, -1.4726641200000001, 5.91195787], [1.4726641200000001, 1.4726641200000001, -5.91195787]]","[[0.32848938, 0.32848938, 0.0], [0.6715106200000001, 0.6715106200000001, -0.0], [0.0, -0.0, 0.0]]","[22, 22, 47]",mp-979115,-0.05727303111111226,0.0,3,I4/mmm
Pt2W,"[[-2.7727325, -0.0, -0.0], [-0.0, -1e-08, -3.96440598], [-1.38636726, -4.15326281, -1.982204509999999]]","[[0.33677531, 0.33677531, 0.32644939], [0.6632246900000001, 0.6632246900000001, 0.67355061], [-0.0, 0.0, 0.0]]","[78, 78, 74]",mp-1018129,-0.33684676000000024,0.0,3,Immm
HfBi,"[[3.8151423700000002, -2.2370000000000004e-05, -1.1030000000000001e-05], [-1.90760205, 5.40140352, -2.3500000000000002e-05], [-4.231e-05, -7.619e-05, 14.30669551]]","[[0.40046284, 0.80067174, 0.24999312], [0.59953979, 0.19933228, 0.74998862], [0.07149854, 0.14298066, 0.11019297], [0.92849748, 0.85703333, 0.88982892], [0.92849903, 0.85701783, 0.6101719800000001], [0.07149805000000001, 0.14296013, 0.38980988], [0.684336899999999, 0.36831287, 0.25000622], [0.31567898, 0.63169813, 0.75000546], [0.35920416, 0.71810386, 0.05007171], [0.64077368, 0.28189474000000003, 0.94992573], [0.64079319, 0.28189602, 0.55008016], [0.35921836, 0.71809741, 0.44992624000000003]]","[72, 72, 72, 72, 72, 72, 83, 83, 83, 83, 83, 83]",mp-1212407,-0.17312099083333385,0.0,12,Cmcm
GeRh,"[[3.29390839, -0.0, 0.0], [-0.0, 5.67270315, 0.0], [0.0, 0.0, 6.45750021]]","[[0.75, 0.80826094, 0.56357439], [0.25, 0.19173906000000002, 0.43642561], [0.75, 0.30826094, 0.93642561], [0.25, 0.69173906, 0.06357439], [0.75, 0.99544498, 0.20338312], [0.25, 0.00455502, 0.79661688], [0.75, 0.49544498000000003, 0.29661688], [0.25, 0.50455502, 0.70338312]]","[32, 32, 32, 32, 45, 45, 45, 45]",mp-22239,-0.5451291874999997,0.0,8,Pnma
GeRh2,"[[4.01262865, 0.0, 0.0], [-0.0, 5.49899679, 0.0], [0.0, 0.0, 7.58416638]]","[[0.75, 0.28517685, 0.60481608], [0.25, 0.71482315, 0.39518392], [0.75, 0.78517685, 0.89518392], [0.25, 0.21482315000000002, 0.10481608], [0.75, 0.9700789200000001, 0.20339506000000002], [0.25, 0.02992108, 0.79660494], [0.75, 0.47007892, 0.29660494], [0.25, 0.52992108, 0.70339506], [0.75, 0.83834029, 0.56969689], [0.25, 0.16165971, 0.43030311], [0.75, 0.33834029, 0.93030311], [0.25, 0.66165971, 0.06969689]]","[32, 32, 32, 32, 45, 45, 45, 45, 45, 45, 45, 45]",mp-22585,-0.45806288916666676,0.0,12,Pnma
Ge22Rh17,"[[5.62930905, 0.0, -0.0], [0.0, 5.62930905, -0.0], [-2.81465407, -2.81465407, 39.3625989]]","[[0.06107857, 0.41955384, 0.52570745], [0.18892143, 0.64384639, 0.97429255], [0.46462887, 0.10615361, 0.52570745], [0.78537113, 0.33044616, 0.97429255], [0.58044616, 0.53537113, 0.47429255000000003], [0.6695538400000001, 0.81107857, 0.02570745], [0.89384639, 0.9389214300000001, 0.47429255000000003], [0.35615361, 0.21462887, 0.02570745], [0.0724031, 0.93511266, 0.56432025], [0.1775969, 0.12079241, 0.93567975], [0.49191716, 0.62920759, 0.56432025], [0.75808284, 0.8148873400000001, 0.93567975], [0.06488734, 0.50808284, 0.43567975000000003], [0.18511266, 0.822403099999999, 0.06432025], [0.37079241, 0.9275969, 0.43567975000000003], [0.87920759, 0.24191716, 0.06432025], [0.9706857, 0.50029238, 0.61546486], [0.279314299999999, 0.63482753, 0.88453514], [0.64477916, 0.11517247, 0.61546486], [0.60522084, 0.24970762000000002, 0.88453514], [0.49970762, 0.35522084, 0.38453514], [0.75029238, 0.7206857, 0.11546486], [0.88482753, 0.029314299999999002, 0.38453514], [0.36517247, 0.39477916, 0.11546486], [0.17855272, 0.10299548, 0.65604934], [0.07144728, 0.19694613, 0.84395066], [0.47749662, 0.5530538700000001, 0.65604934], [0.77250338, 0.64700452, 0.84395066], [0.89700452, 0.52250338, 0.34395066], [0.35299548000000003, 0.92855272, 0.15604934], [0.44694613, 0.82144728, 0.34395066], [0.8030538700000001, 0.22749662, 0.15604934], [0.03457923, 0.68034886, 0.70514267], [0.21542077, 0.72520618, 0.79485733], [0.6705634500000001, 0.02479382, 0.70514267], [0.57943655, 0.06965114, 0.79485733], [0.31965114, 0.32943655, 0.29485733000000003], [0.93034886, 0.7845792300000001, 0.20514267], [0.97520618, 0.96542077, 0.29485733000000003], [0.27479382, 0.42056345, 0.20514267], [0.125, 0.22655353, 0.75], [0.625, 0.52344647, 0.75], [0.77344647, 0.375, 0.25], [0.47655353, 0.875, 0.25], [0.30735847, 0.80735847, 0.61471696], [0.9426415300000001, 0.9426415300000001, 0.88528304], [0.19264153, 0.6926415300000001, 0.38528304], [0.05735847, 0.05735847, 0.11471696], [0.36998032000000003, 0.86998032, 0.7399606400000001], [0.88001968, 0.88001968, 0.76003936], [0.13001968, 0.63001968, 0.26003936], [0.11998032, 0.11998032, 0.23996064], [0.42404312, 0.92404312, 0.84808623], [0.82595688, 0.82595688, 0.6519137700000001], [0.07595688, 0.57595688, 0.15191377], [0.17404312, 0.17404312, 0.34808623], [0.48731234, 0.98731234, 0.97462467], [0.76268766, 0.76268766, 0.52537533], [0.01268766, 0.51268766, 0.02537533], [0.23731234, 0.23731234, 0.47462467], [0.54321741, 0.04321741, 0.08643483], [0.70678259, 0.70678259, 0.41356517], [0.95678259, 0.45678259, 0.91356517], [0.29321741, 0.29321741, 0.58643483], [0.60241901, 0.10241901, 0.204838], [0.64758099, 0.64758099, 0.295162], [0.89758099, 0.39758099, 0.795161999999999], [0.35241901000000003, 0.35241901000000003, 0.704838], [0.66361413, 0.16361413, 0.32722826], [0.58638587, 0.58638587, 0.17277174], [0.83638587, 0.33638587000000003, 0.6727717400000001], [0.41361413, 0.41361413, 0.82722826], [0.7182931300000001, 0.21829313, 0.43658626], [0.53170687, 0.53170687, 0.06341374], [0.78170687, 0.28170687, 0.56341374], [0.46829313, 0.46829313, 0.93658626], [0.25, 0.75, 0.5], [0.0, -0.0, -0.0]]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45]",mp-1203373,-0.47835568397435935,0.0,78,I-42d
Pt3Rh,"[[-1.95599501, 1.95599501, 3.92846575], [1.95599501, -1.95599501, 3.92846575], [1.95599501, 1.95599501, -3.92846575]]","[[0.75, 0.250001, 0.499998999999999], [0.250001, 0.75, 0.499998999999999], [0.5, 0.5, -0.0], [-0.0, -0.0, -0.0]]","[78, 78, 78, 45]",mp-974616,-0.003454660000000054,0.0,4,I4/mmm
Re4Si7,"[[0.0, 3.1589, 0.0], [0.415481, 0.0, -8.333422], [-11.649637, -1.57945, 0.0]]","[[0.14910299999999901, 0.588715, 0.298205999999999], [0.274281, 0.479875999999999, 0.548562], [0.398329, 0.366614, 0.796657], [0.522842, 0.223691, 0.045683999999999], [0.652366, 0.109696, 0.304732], [0.768563999999999, 0.969969, 0.537129], [0.898463, 0.850088, 0.796925999999999], [0.023764999999999002, 0.715986, 0.047531], [0.182967, 0.889461, 0.365935], [0.316279, 0.788114, 0.632556999999999], [0.441997, 0.655227999999999, 0.883994], [0.567704, 0.523632, 0.135409], [0.690199, 0.394451, 0.380397], [0.826546, 0.234946, 0.653091], [0.995636, 0.00023099999999900002, 0.9912709999999991], [0.104901, 0.29412000000000005, 0.209801], [0.234743999999999, 0.184223, 0.469487], [0.730073, 0.684763999999999, 0.460147], [0.855522999999999, 0.560365, 0.711046], [0.980862999999999, 0.421546, 0.961726], [0.578446, 0.896825, 0.156892], [0.414279, 0.080855, 0.828558]]","[75, 75, 75, 75, 75, 75, 75, 75, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",mp-1190581,-0.37774242863636426,0.0,22,Cm
